Observation,Y-Kappa,ChipRate,BF-CMratio,BlowFlow,ChipLevel4 ,T-upperExt-2 ,T-lowerExt-2  ,UCZAA,WhiteFlow-4 ,AAWhiteSt-4 ,AA-Wood-4  ,ChipMoisture-4 ,SteamFlow-4 ,Lower-HeatT-3,Upper-HeatT-3 ,ChipMass-4 ,WeakLiquorF ,BlackFlow-2 ,WeakWashF ,SteamHeatF-3 ,T-Top-Chips-4 ,SulphidityL-4 
7-15:00,-0.518660224,-0.332402925,-0.393052636,0.561205115,-0.69255523,-0.126601663,0.199002146,-1.236607348,0.697340566,-0.109606253,1.729453373,1.03896118,-0.230364448,-1.160563459,-1.060702944,0.242542399,1.620049876,-0.529829433,-0.390055349,0.830336663,-1.774189024,0.432640297
7-16:00,-0.371294982,0.088382974,-0.059050345,-0.709683342,-0.888581246,-0.017248991,0.298987248,-0.611662892,0.880384263,-0.376525133,1.781636681,1.260146643,0.07194,-1.144786491,-1.189741836,0.352699218,1.269289591,-0.521970254,-0.540077592,0.987294304,-2.081876224,-1.775135947
7-17:00,-0.17369159,-0.261369936,0.427953699,-1.101952132,-0.950980304,-0.024076537,0.248405008,-0.680785536,0.603942075,-0.731388384,1.814945175,1.317022905,0.013217715,-1.099616816,-0.952810894,0.177823496,0.359852291,-0.412438823,-1.636396818,0.737559198,-1.888893572,-0.378869665
7-18:00,-0.223929741,-0.559031987,0.396497468,-0.010842417,-1.448884744,-0.052505994,0.269633823,-0.630600603,0.649714214,0.055482303,1.879341597,1.598595511,0.109195829,-1.168343882,-1.046245409,-0.980949684,-0.359314139,-0.530635503,-1.618261586,0.790387778,-1.634683492,-0.196424205
7-19:00,0.060753112,-0.926374018,0.875164502,-0.389723493,-0.925126087,0.050802621,0.304884141,-0.649538314,0.905894642,-1.070822798,1.878231314,1.391453569,0.225398537,-1.089026797,-1.040203455,0.26706895,0.561452975,-0.391991523,-1.636396818,0.819421667,-1.936170447,-1.253863202
7-20:00,-0.210532901,-1.100912221,1.644804938,-0.009928672,-0.679159748,0.105646848,0.101768928,-0.138220122,0.748451044,0.263771602,1.876010748,1.310703321,0.010556585,-0.955246755,-0.836719049,0.245448725,-1.382684435,-0.512216811,-1.101232586,0.297903164,-1.868742773,0.226923732
7-21:00,0.549737778,-1.349189432,0.513111237,-0.461334971,-0.185599473,0.520448285,0.175938741,-0.43175464,0.28389598,-0.499955829,1.335302859,1.018598074,-0.076551094,-0.422071692,-0.987552134,-0.311573337,-1.743260636,-0.349095183,-0.046701107,0.247475883,-1.499828144,-0.062382642
7-22:00,1.283214776,-0.892548785,-0.64232794,-0.556807022,-0.177004819,0.85488614,0.328340672,-0.706351446,-0.301123099,-0.688187641,0.696890053,0.948380467,-0.465785811,0.148924868,-0.414645349,-0.749010744,-1.924586489,-0.350787929,-0.235835306,-0.537530621,-1.364197766,-0.415358757
7-23:00,1.417183177,-0.024593304,-1.086707551,-0.426541198,-0.158855347,0.968715892,0.996131075,-0.232908676,-0.74253041,-0.499955829,0.173946695,0.793901731,-0.360227626,0.196688018,-0.76205775,-0.83045874,-1.407517237,-0.351285005,0.911244156,-1.182388578,-1.302970338,0.198253731
8-00:00,1.852580482,0.505109846,-1.194736417,-0.647298612,-0.302493787,1.082657571,1.169499738,0.39203578,-1.027466089,-0.898019824,0.018507055,0.504605188,-1.213918355,0.443068063,-0.41680319,-1.328716321,-0.633370283,0.038778817,1.418312587,-0.720684252,-0.73332275,-0.59110214
8-01:00,0.854515891,-0.526559763,-0.200557722,-0.707093899,-1.153387908,1.120153114,1.258739389,1.878646076,-0.647187986,-3.446863697,0.018507055,0.587461965,-0.520959921,0.376718349,-0.345594437,-0.692231071,-1.193496082,0.383494504,0.9044258,0.352914743,-0.599242433,-0.360252782
8-02:00,-0.15694554,0.178358094,-0.70860652,-0.385278779,-1.726196978,1.229505786,1.416120919,2.07749204,0.035805303,-1.356256283,0.018507055,0.868332394,0.836216737,0.389037351,-0.141031111,0.223757614,-1.353285522,0.540053383,1.365619153,0.431502714,0.228490389,-0.66314948
8-03:00,-0.923914638,0.026144545,-0.55047731,-0.395031354,-1.726618514,1.169177137,1.224144282,2.058554329,0.743127659,-3.89429997,0.099557724,0.946976115,0.967144367,0.312313741,-0.266185889,0.598815355,-1.046525935,0.511041592,1.349846719,0.536286674,0.279642418,-0.360252782
8-04:00,-1.496629555,-0.605034304,1.05221181,-0.266571195,-0.900747247,1.362698908,1.281409668,0.69125161,0.564390521,-2.459418129,0.064028664,0.339593811,-0.260169112,0.656381312,0.056627124,-0.46773516,-0.646620956,0.702818997,0.476857803,0.230885089,-0.197001483,-0.395624861
8-05:00,-0.759803347,-1.135413959,1.28379543,-0.300521663,-0.718936367,1.336507992,0.994558571,2.039616618,0.418371266,-1.132538146,0.025168754,0.66891439,0.654905032,0.628501465,-0.052775414,0.011028776,-1.007612258,0.575130847,-0.019311078,0.503978286,0.287392725,-0.723095846
8-06:00,-1.228692752,-0.10374435,1.854469658,-0.710804441,-0.446951881,1.407133925,1.0015038,0.278409515,0.216052728,-3.12285812,-0.141373717,1.012980666,1.006706511,0.889577864,0.044974783,0.242684171,-1.203841048,0.561810546,0.233054014,0.445037308,0.307543524,-1.086311248
8-07:00,-0.994248049,0.350866783,0.861726128,-1.482031693,0.51295617,1.745265371,1.045533937,1.641924692,-0.331822283,-1.646318419,-0.370092044,0.878865036,0.266734767,1.379096111,0.732678709,-0.435269379,-2.025594382,0.653494252,0.235907781,-0.220122541,0.786512517,-1.305990476
8-08:00,0.278451765,0.419193754,-2.59E-05,-1.402016927,0.292832339,1.300131719,0.152351168,2.408901978,-0.809192349,-2.1971279,-0.423385634,0.660488277,-0.482107413,0.749962505,0.635791648,-1.197081049,-3.104018456,0.52844598,0.252662157,-1.401779995,1.320508691,-1.961304784
8-09:00,-1.570312176,0.122208207,-0.219997699,-1.349702252,-3.035172083,1.199845133,0.560285141,1.294417699,-0.143694455,-2.96856975,-0.461135261,1.330364251,0.965192872,0.428371709,0.377498081,0.414015595,-0.596947212,0.544950256,1.468894846,1.106267759,-1.541679804,-2.09162297
8-10:00,-1.02439094,-1.02243768,0.64058008,-1.379049267,-3.035172083,1.55733995,1.010807788,1.291577042,0.238183654,-1.541402327,-0.468907243,1.648450012,1.270868085,0.812205885,0.607739715,0.802187243,-0.65200099,0.446032075,0.854991184,2.413229366,-1.862542527,-0.722723508
8-11:00,-1.362661153,-1.665117109,1.396390734,-1.47406494,-3.035172083,2.656127242,1.268174419,1.23476391,0.30631102,-2.1971279,-0.526641966,0.871141099,0.905406135,0.874449265,0.729873516,0.850389712,-1.345838123,0.542511895,-0.0315117,2.980590852,-1.923769955,-0.323019014
8-12:00,-1.463137454,-2.206320838,-0.121923667,-0.65046547,-3.035172083,2.230245033,0.364377242,1.206357343,0.019835148,-0.609500572,-0.603251503,0.204073829,0.388614553,1.01687422,1.342053007,0.406785224,-0.660797874,0.356800164,0.983098949,1.637173159,-1.813715591,-0.284482065
8-13:00,-1.295676953,-0.391800035,-0.537978318,-0.484742143,-3.035172083,1.895583323,0.020391801,0.979104814,-0.887532839,-2.104554878,-0.639890847,-0.873064268,-1.331185515,0.610131023,0.787056302,-0.827481528,-1.378305527,-0.168716946,1.317264674,0.216695595,-0.42641058,-2.292685315
8-14:00,-1.513375605,-0.826927833,-0.282036015,-0.347182226,-3.035172083,0.808425245,0.69206105,1.471485294,-1.383415126,-0.634186711,-0.64100113,-1.554877235,-2.063883501,0.82171529,0.595224237,-1.439652886,-0.081123263,0.561832713,1.380090516,-0.378826581,0.358695552,-0.508815514
8-15:00,-0.944009899,-2.065607869,-0.304202808,-0.522031107,-2.547981687,0.628345906,0.945024667,1.566173848,-1.878534793,-0.962820939,-0.709838684,-1.565409877,-2.86523866,0.811427842,0.571725349,-2.387185833,-0.318740058,0.168367948,0.930103569,0.904580465,0.508276484,-1.682051528
8-16:00,-1.155010131,-1.783505425,0.425305166,-0.435996136,-0.549543239,0.840111777,0.320347106,0.022750419,-1.150929743,-0.296295181,-0.898919903,-0.455129069,-1.121452934,0.703928339,0.277374259,-1.024898994,0.128348061,0.475722307,0.7475852,0.867884249,0.813483586,-0.240918557
8-17:00,-0.458374443,-0.10374435,-0.241264251,-0.219494932,1.115787981,1.107617291,-0.354126443,-0.138220122,-0.46149755,-0.499955829,-0.747588311,-1.358970111,0.507478391,0.833169801,0.307799817,-3.242283458,-0.451222368,0.515743665,0.094545034,0.077201947,-2.203556049,-0.509187852
8-18:00,0.509547257,0.189858673,0.13683678,0.568013067,1.124546566,0.624876169,-0.475471403,0.685570297,-1.854968347,0.510632995,-0.808653884,-1.071077921,-1.967373161,0.47699935,0.219112552,-1.766933474,-0.573343433,0.829754816,-0.751195006,-0.370531184,0.015356938,-0.356157067
8-19:00,1.192786105,-0.126069004,0.514285464,0.565284728,-0.462993673,0.863952227,0.372370809,0.780258851,-1.734025824,-0.499955829,-0.866388607,-1.660203646,-2.00338713,0.633040045,0.364766819,-1.156534266,-0.101821335,0.880275231,-0.809553014,0.833829462,-0.153599762,-0.658122922
8-20:00,-0.324406042,-0.024593304,-0.035252681,0.405394094,-0.225996687,1.059824465,0.527000455,0.58520043,-0.486708862,-0.345667459,-0.869719457,-0.529700168,0.192932742,0.759255787,0.576235237,0.410400409,-1.081711844,1.006727408,0.39829635,1.68650894,-0.366733213,-1.533116458
8-21:00,-0.893771748,0.212183327,1.350987297,0.585891134,0.310138739,1.264762789,0.369618925,0.335222647,-0.279829559,0.077082675,-0.866388607,0.026423282,0.880391507,1.214842748,1.019671562,1.009032544,0.475274767,0.890431709,0.883571818,1.297061887,-0.138099147,-0.054935888
8-22:00,0.579880668,-0.740335236,-0.804762648,0.198486725,0.475228686,1.443510197,1.129531906,1.60404927,-0.446394688,-0.114234904,-0.866388607,-0.565511148,-0.047101247,1.306262712,1.069517689,0.184132349,-1.721732362,0.826738772,0.666673224,0.629500739,0.457124455,-1.179395667
8-23:00,0.412420166,0.758799094,-0.004853254,0.684498295,-0.555965811,1.096312665,0.565657866,1.054855657,-0.466925608,-0.756074524,-0.86749889,-0.738246462,-0.00115239,0.819554061,0.848986339,-0.301861957,-0.81635654,0.82718211,1.38027463,1.34159507,0.685758522,-0.596687205
9-00:00,-0.860279648,0.403634146,-0.550607779,0.613948388,-0.267061332,1.448099204,1.160195751,1.72714439,-0.215186319,-0.191379089,-0.86749889,-0.882894733,0.281282281,1.402653502,1.147631533,0.594349538,-1.188107909,0.812195932,1.389922204,0.206435498,0.374196167,-0.676739805
9-01:00,-0.12345344,0.854862756,-1.287891744,0.319486115,0.472722887,1.22491678,1.20946757,0.837071983,-0.82819803,-0.064862626,-0.868609173,-0.976284151,-0.908065733,0.868397825,0.756846528,-0.425345341,-1.294642342,0.821190326,1.378052987,0.70634231,1.060098365,-0.790302796
9-02:00,-0.692819146,1.36630028,-0.331810185,0.593351903,-1.069794949,1.257935243,1.126780022,1.859708366,0.200845193,-0.037090719,-0.86749889,0.022912402,0.214576605,0.93712489,0.914153137,1.002723691,-0.750526416,0.82505946,1.374082261,1.536536897,0.307543524,0.067935545
9-03:00,-0.056469239,0.629586703,-1.164989338,0.610356901,0.427079891,1.547490374,1.701399512,1.585111559,-0.064591346,-0.373439366,-0.868609173,-0.100670587,0.398549441,1.307775572,1.075991212,0.61866343,-1.589673292,0.971851461,1.352915286,0.754149992,0.243991004,-0.784717731
9-04:00,-1.429645354,0.69723717,-0.423399875,0.570384243,-0.997044837,1.321733629,0.740205907,1.471485294,0.206168578,-0.191379089,-0.915241065,-0.210912231,0.900261282,0.869046193,0.667943479,0.220213314,-0.136592142,1.001689473,1.313171205,1.720782027,0.200589283,-0.267168363
9-05:00,-1.697582157,0.737827449,-0.341725878,0.716772074,-0.756909748,1.479998397,0.628295977,1.72714439,0.627777681,-0.766874709,-0.921902764,0.435791933,1.309720593,1.129906469,1.008666573,1.432221868,-0.574816635,1.015076946,1.249424793,1.459477026,-0.3210064,-0.639319869
9-06:00,-1.463137454,0.133032282,0.300445715,0.675737844,0.100436218,1.449218474,0.481659897,1.23476391,0.013749144,-0.191379089,-0.958542108,0.527776999,1.125038122,1.227593996,1.083759439,0.850389712,0.46036369,0.996638103,0.668115451,1.113035057,-0.016419322,-0.658122922
9-07:00,-0.930613059,-0.255957899,0.753044914,0.660598038,0.319728687,1.589910705,0.405655495,0.452636454,0.088276534,0.132626488,-1.041813343,0.625379473,1.018592894,1.435720297,1.340326734,0.859392232,0.131668868,0.999170505,-0.936352342,0.579291758,0.141686947,0.161019963
9-08:00,-1.215295912,-0.244457319,0.726559576,0.509735729,-0.474937197,1.304608799,0.144357602,0.193189816,-0.063006293,0.132626488,-1.089555518,0.630294705,1.032608183,1.056640824,1.038228994,0.878885877,0.158992276,0.994555756,-0.721239654,0.742798396,0.374196167,0.161019963
9-09:00,-0.1100566,-0.334432439,0.830022005,0.626290405,0.417829514,1.358109902,0.148419906,1.054855657,-0.368816818,0.425774391,-1.089555518,-0.375221432,0.782107079,1.190420866,1.181293852,0.835928971,-0.5601009,1.005457848,-0.810522681,-0.152012966,0.689633675,-0.434720317
9-10:00,0.248308874,-0.329020402,-0.235784526,0.464673477,0.209871684,1.269351796,-0.290177912,1.102199934,-0.677603057,0.459717832,-1.087334952,-0.665922326,-0.160820232,1.090355988,1.009313925,0.172365275,-0.658211225,0.245408055,-0.733059774,0.187225106,0.965544616,-0.458549928
9-11:00,1.189436895,0.43745938,0.075776987,0.470983383,-0.023589082,1.312555615,-0.358188748,0.553006321,-0.657072136,1.474935307,-1.087334952,-1.083014914,-0.424272172,1.186962901,0.94220507,-0.00704715,-0.056697422,1.012598282,-0.925544848,-0.002040923,0.922142895,-0.509187852
9-12:00,-0.19043764,0.325159606,-0.122667344,0.450744062,-0.089255046,1.335388722,-0.230160642,0.903353971,-0.84113266,0.163484162,-1.086224669,-1.048608286,-0.587665597,1.056424701,0.815755587,-0.098064754,-0.293492154,1.004201723,-0.592095941,-0.404367671,1.060098365,-0.375146289
9-13:00,0.010514962,-0.131481041,0.586826586,0.635765185,-0.036094655,2.027657175,-0.28624665,0.259471804,-0.86013834,1.351504611,-1.084004103,-0.967858038,-0.107597618,1.007148692,0.742820562,0.157975421,0.033965504,1.000419913,-0.761579036,0.125446229,0.945393817,-0.174083944
9-14:00,0.857865101,0.488197229,-0.37747456,0.491579868,-0.923463361,2.721044898,-0.187571969,0.63822602,-0.358170048,0.097140163,-1.085114386,-0.602024304,0.24420386,1.125367889,0.950836434,0.728678477,-0.216495001,1.003368785,-0.675990564,0.458135304,0.681883368,-0.727005391
9-15:00,0.211467564,0.731062403,-0.280144205,0.779950503,-0.07486427,3.76733843,0.036378934,0.524599755,-0.087410125,-0.071034161,-1.086224669,-0.103479291,-1.343426716,1.186314532,1.017945289,-0.591218544,-0.538572626,1.000016878,0.731892548,0.040964161,0.030857553,-0.665569675
9-16:00,0.412420166,0.093795011,0.313753619,0.638632422,0.111688891,3.199197013,0.0443725,1.490423005,-0.590903657,-0.654244199,-1.084004103,-0.457376032,0.479802632,1.073066161,0.795471882,0.844080859,0.413172412,1.000856534,0.414105607,0.545236971,0.870990867,-0.881525527
9-17:00,-0.645930205,-0.137569583,1.312890161,0.153335182,-0.183679142,1.994638712,0.206995713,0.447902026,-0.057742721,-0.253094437,-1.084004103,-1.974076351,0.127823744,1.190853112,0.965293969,0.335615696,1.150896294,0.989914139,-0.110926216,0.356189242,0.393571935,0.522187508
9-18:00,-0.043072399,-1.017025643,0.992717652,-0.417929565,-0.229743674,1.869392407,0.193760463,0.524599755,5.19E-05,0.107940349,-1.086224669,-1.229067537,0.334504895,1.199498026,1.02851871,0.445559857,0.620169409,1.007110291,-0.570634383,0.135924625,0.362570706,0.624580369
9-19:00,-0.257421841,-1.203064425,0.925917194,-0.489550965,0.443332451,4.723754587,-0.583450071,-0.393879218,-0.341437274,0.734351131,-1.086224669,-1.878580405,0.151419103,1.181127584,0.911779512,0.220142428,0.258347905,0.943847258,-1.479936721,0.185478706,0.665607722,0.403039452
9-20:00,0.817674581,-1.208476462,0.46796874,-0.445917371,0.358498302,1.869392407,-1.236694804,-0.337066086,-0.651748751,0.513718762,-1.145069675,-1.962139358,-0.065196936,1.046699173,0.926884399,-0.087290084,0.096889922,0.99791438,-1.632481326,-0.901436584,0.933768356,0.190806977
9-21:00,1.256421095,-0.847899478,0.215901385,-0.402640941,0.688467427,0.800265768,-2.027140588,0.28787837,-1.316484026,-0.222236763,-1.186150151,-2.204390103,-1.021784719,0.424265375,0.857186135,-1.026671143,-0.576241001,1.00462491,-1.636396818,-1.299615634,1.505741037,1.203565453
9-22:00,1.735358131,-0.621946921,-0.235393117,-0.467496059,-0.127603125,-0.071869364,-1.775146681,-0.176095544,-1.428290065,0.513718762,-1.185039868,-2.279522943,-1.519770977,0.585493019,0.798924428,-1.265627795,-0.381672614,1.008809755,-1.628565835,-1.274511143,1.536742266,0.190806977
9-23:00,0.888007991,-0.306695748,0.249171145,-0.307674874,-0.261639909,-0.484096479,-1.131336977,-0.08140699,-1.387975891,-0.191379089,-1.147290241,-2.442427792,-1.37731178,0.526491481,0.697721685,-1.349485914,0.052417148,1.004215158,-0.566497955,-0.848171404,1.490240422,2.004091455
10-00:00,0.687055389,-0.575268099,-0.512119234,-0.559813156,-0.542628876,-0.246139692,-0.910006916,-0.119282412,-1.105043958,-0.395039738,-1.091776084,-2.07799841,-1.29322005,0.548968258,0.646149285,-0.95188643,-0.194551627,1.001689473,-0.489771504,-0.476843244,1.178678067,0.378837503
10-01:00,1.420532387,-0.362845635,-0.251179944,-0.554644192,-0.259766415,0.268836404,-0.659192389,-0.062469279,-0.887517885,-0.607957688,-1.087334952,-1.534514129,-0.490268213,0.586141387,0.656722706,-0.396494746,-0.51207942,1.001763363,0.214354166,-0.537312321,0.997320876,1.445584942
10-02:00,0.579880668,-0.58406266,0.053205738,-0.51993971,-0.554712912,0.52582078,-0.022196873,0.647694875,-0.708033081,-1.084708752,-1.087334952,-1.302796025,-0.655258317,0.75947191,0.706353049,-0.19184691,0.043000054,0.993722818,0.639172726,-0.198510849,1.036847443,0.58920829
10-03:00,0.891357201,-0.628035463,-0.033295637,-0.664164712,-0.065098683,0.618048623,0.527000455,0.28787837,-0.820048466,-0.762246058,-1.087334952,-1.290156856,-0.165432859,0.957008192,0.73591547,-0.110966003,-0.15605305,0.996241785,0.237546396,-0.358306389,1.019796767,0.942929081
10-04:00,0.204769144,-1.157738613,0.929831283,-0.415568311,0.148585013,0.548653887,0.155103052,0.247162292,-0.641101981,-1.024536287,-1.02293853,-1.16236081,-0.165432859,0.924805888,0.836686645,-0.3244037,0.80894266,1.002959033,0.479772942,-0.799708822,1.020571798,1.817922617
10-05:00,0.482753577,-1.146238033,0.928396117,-0.401351181,0.110154968,0.501980331,-0.328835323,-0.195033255,-0.789827789,-0.965906707,-1.02293853,-1.147615113,-0.66448357,0.947066541,0.856322998,-0.728241151,0.631759678,1.110555897,0.484885175,-0.710860756,1.087999472,0.604101797
10-06:00,0.529642517,-1.205093939,0.948097033,-0.464172445,-0.036094655,0.356139458,-1.2326325,-0.100344701,-0.880684214,-1.441114887,-1.02293853,-1.054927871,-0.495590475,0.969327194,0.845965361,-0.427188377,0.847783085,1.175263138,0.561433649,-0.902528083,1.079474134,1.724838198
10-07:00,0.918150882,-1.191563846,0.730734605,-0.473171005,0.131489381,0.324240265,-1.772787924,0.056838299,-1.175773203,-1.147966983,-1.02293853,-0.999455961,-1.134439252,0.93107345,0.680458957,-1.12768367,0.804970714,1.167316635,-0.358393874,-1.072802019,1.418937594,0.347188801
10-08:00,1.001881133,-1.059645437,0.485973551,-0.40471448,0.027475337,0.366436742,-1.64987046,-0.138220122,-1.228259387,0.061653838,-1.02293853,-1.009286426,-1.127342903,0.991155602,0.697721685,-1.172767156,0.510875776,1.161701016,-0.785501585,-0.987446751,1.470089623,0.390007634
10-09:00,1.115754274,-0.830310356,0.976408946,-0.292564832,-0.17840994,0.2995044,-1.739503238,0.335222647,-1.274375453,-0.70053071,-1.02293853,-1.027543004,-1.119182102,0.950740629,0.681537877,-1.204240533,0.077022052,1.168626498,-0.018746461,-0.707586257,1.427462933,0.793994011
10-10:00,0.988484292,-1.101588726,0.613442394,-0.501595346,-0.024631213,0.419825918,-1.535732814,0.41097349,-1.225208908,-0.806989686,-0.947439276,-0.902555663,-0.98293221,0.965436983,0.705921481,-0.876605515,0.531647101,1.165973185,0.935424464,-1.054028226,1.412737349,0.687877774
10-11:00,0.77413485,-0.864812094,0.470839072,-0.46566063,-0.391707228,0.380091835,-1.027420614,0.098501262,-1.130763684,-1.42568605,-0.919682198,-1.055630047,-1.201677154,0.965653106,0.765693676,-1.091602705,0.191280617,1.166651627,1.061536433,-0.791413425,1.357710167,0.626442057
10-12:00,0.285150185,-1.03393826,0.675154536,-0.492001511,-0.354412988,0.370130333,-1.244819413,0.486724334,-0.896863716,-0.806989686,-0.857506342,-0.936260115,-0.599551981,1.106132956,0.8427286,-0.541314811,0.435530887,1.163729625,1.054920602,-0.939639069,1.126751008,0.687877774
10-13:00,1.038722443,-1.253802275,0.999893483,-0.481733032,0.300338024,0.425646121,-1.167373548,0.193189816,-1.079952273,-0.762246058,-0.800881902,-1.101973668,-0.908065733,0.987049268,0.709374026,-1.215156975,0.802317324,1.17774852,1.06014944,-1.185444777,1.217429604,0.831227778
10-14:00,0.188023094,-0.93246256,0.835110321,-0.452376096,-0.347516189,0.330060469,-1.489868089,0.184667847,-0.949888219,-0.885676754,-0.803102468,-0.801442308,-0.742898221,0.987049268,0.769362006,-0.694003221,0.569657323,1.156340653,0.952344543,-0.67396807,1.182553221,0.179636847
10-15:00,0.439213846,-1.118501342,0.906999095,-0.398622841,0.033107529,0.380091835,-1.272600332,-0.157157833,-1.064744737,-0.806989686,-0.803102468,-0.696115897,-0.771815842,1.167295722,0.820718622,-0.765243634,0.673155821,1.167027793,1.062751585,-1.001636246,1.241455557,0.687877774
10-16:00,1.065516123,-1.129325417,0.808233574,-0.547758855,0.207787422,-1.079548083,-1.71119815,0.28787837,-1.180348922,-1.147966983,-0.804212751,-0.64555922,-1.006350161,1.023141783,0.780151211,-0.985202843,1.23700125,1.253472046,0.705797454,-0.96365206,1.328258999,0.700909592
10-17:00,1.038722443,-1.169239192,0.293661294,-0.478726897,-0.334390022,-1.236693582,-1.692590176,-0.157157833,-1.007697788,-0.90882001,-0.806433318,-0.62940917,-0.681514806,1.026599749,0.841649679,-0.674155145,0.451264027,1.305154545,0.208750963,-1.106420206,1.186428375,0.952237523
10-18:00,0.261705714,-0.740335236,1.000545831,-0.17499819,-0.09466476,-1.281128598,-1.98180003,0.231065238,-1.087548564,-0.669673036,-0.764242558,-0.590789486,-1.138164835,0.968678826,0.800866485,-1.004200286,0.789066651,1.286883633,-0.290394428,-0.925449575,1.241455557,1.371117407
10-19:00,0.80427774,-1.03393826,0.574953849,0.077259147,0.059793108,-1.137638193,-1.347294314,0.26894066,-1.064744737,0.075539791,-0.755360293,-0.364688791,-0.887308914,1.08819476,0.833449884,-0.904109277,0.51252804,1.289731746,-0.698832977,-1.318826026,1.178678067,0.112616066
10-20:00,0.255007294,-0.537383838,0.084387983,0.088103058,-0.186805535,-1.178603472,-1.605840323,0.051156986,-1.222173382,-0.70053071,-0.746478028,-0.548658922,-1.089377439,0.953117981,0.762672699,-1.163764636,0.470301695,1.30150708,0.771814606,-0.527488825,1.229830096,0.198253731
10-21:00,0.479404367,-0.137569583,0.072776185,0.453184686,-0.331673455,-0.980492694,-1.088617262,0.41097349,-0.848743904,-0.46292662,-0.752029444,-0.680668024,-0.50729945,1.382121831,1.212798331,-0.670610846,0.638376875,1.292566424,1.067569236,-0.764125936,0.988795538,0.430964778
10-22:00,0.255007294,-0.030005342,0.330845143,0.494099862,0.147332114,-0.858716126,-0.662075315,0.893885115,-1.006935168,-0.453669318,-0.712059251,-0.572532909,-0.884470375,1.503150625,1.518348616,-1.123146967,0.901672952,1.374207846,0.774662236,-0.165329261,1.131401193,1.110481035
10-23:00,-0.076564499,0.080264918,0.264305624,0.566068505,-0.443825488,-0.783501186,-0.595505942,0.429911201,-0.704982601,-0.219150996,-0.703176986,-0.26287326,-0.102275357,1.591328747,1.738664182,-0.410955487,0.900167194,1.46267399,0.193162642,0.240053686,0.953919155,0.620856992
11-00:00,-0.16699317,-0.046917958,0.397515131,0.544192181,-0.375243899,-0.784620456,-0.659454473,0.979104814,-0.434985298,-0.037090719,-0.699846136,-0.250936267,0.340891609,1.657462338,1.933733008,-0.274783512,1.42908717,1.492585892,-0.28210316,0.543490571,0.902767127,1.687604431
11-01:00,-0.12345344,-0.447408718,0.679851443,0.628800478,0.617602518,-0.663963158,-0.468788257,0.7442772,-0.325467118,-0.54624234,-0.703176986,-0.226360104,0.500559451,1.830792861,2.320849683,-0.061133156,0.704198859,1.512059191,0.595568389,0.452241206,0.807438347,2.004091455
11-02:00,-0.220580531,-0.210632086,0.402472978,0.504646135,1.172332371,-0.915575038,-0.712788597,0.060625841,-0.194924559,0.666464248,-0.702066702,-0.132970686,0.636809343,1.434207437,2.040114569,-0.011229423,0.833775463,1.3975973,0.917479484,0.026774666,0.799688039,0.237349187
11-03:00,-0.073215289,-0.080743191,0.37598764,0.505935896,1.501423295,-0.624117148,-0.302233782,0.467786623,-0.304173578,0.672635783,-0.703176986,-0.157546849,0.454610594,1.694419345,1.998252454,-0.113376126,1.059818267,1.342784564,0.967601458,-0.240206133,0.709009443,1.240799221
11-04:00,0.291848605,-0.058418537,0.503978362,0.591774427,1.36051313,-0.7926792,-0.695491043,0.713976863,-0.680653536,0.442746112,-0.704287269,-0.102074939,-0.052600917,1.433559069,1.783331491,-0.667846293,1.166621294,1.327852123,0.476385244,-0.216848042,1.020571798,0.304369968
11-05:00,0.228213614,-0.097655808,0.606918912,0.528109858,1.021153117,-0.826816933,-0.752756429,0.998042525,-0.619808441,0.580062761,-0.705397552,0.057319029,0.219898867,1.467922601,1.8469878,-0.259472139,1.326418873,1.316083507,0.070432234,0.181985908,0.984920384,-0.025148874
11-06:00,0.000467332,-0.227544703,0.231296803,0.496322219,0.883369346,-0.740297367,-0.716719859,0.098501262,-0.438798397,0.342458671,-0.704287269,0.08049084,0.480689675,1.526059647,1.847635152,-0.038591413,1.191462236,1.33510675,-0.842049139,0.2035976,0.70513429,0.105169312
11-07:00,0.72724591,0.054557741,0.108655337,0.522087668,0.843136063,-0.7744351,-0.759439575,0.316284937,-0.383276687,0.342458671,-0.703176986,0.258141386,0.700853889,1.531246595,1.948190543,0.015494593,0.939211099,1.333508046,-1.058831127,0.165176814,0.674133061,0.105169312
11-08:00,0.934896932,0.178358094,-0.29671385,0.416228083,0.99531061,-0.870020752,-0.886026217,0.628757164,-0.494320106,0.666464248,-0.700956419,0.109280059,0.41114546,1.464896881,2.042056626,-0.18284439,-0.25995851,1.329020924,-1.081955848,-0.127781675,0.850840068,-0.434347979
11-09:00,0.871261941,0.815625485,-0.634499761,0.466677567,0.878580227,-0.913336498,-0.93804992,0.979104814,-0.511052881,1.197216241,-0.69762557,-0.11260758,0.266912176,1.324200908,1.862740039,-0.385720076,-0.127484339,1.325272701,0.207253502,0.034633463,1.079474134,-0.00653199
11-10:00,0.978436662,0.883275952,-0.682121182,0.491877505,0.372256774,-0.780143377,-0.551475805,1.272639331,-0.361220527,0.539947785,-0.704287269,-0.260766732,0.274895568,1.434207437,1.860797983,-0.120606496,0.369293802,1.323794906,0.9302079,0.240271986,0.854715221,-0.06424433
